ID	String 1	label
1489	eastern european gymnast electrocuted in pole volt	1
3805	If there are twice as many people as there are people and 2 out of 3 have problems with fractions	0
548	the president of the ennui club was chairman of the bored	1
1990	he thinks octopi are creepy and he makes no bones about it	1
1465	he tried to sell me glass with imperfections in it but i saw through it	1
4576	He that will steal an egg will steal an ox	0
2782	If that isn t due process I don t know what is	0
2938	We will have to say No when we really want to say Yes	0
3850	well i am a girl so just the way the girl acts with the other guy or just have the balls and ask her	0
2464	They didn t say I m going to kill you	0
4501	Whom we love best to them we can say least	0
1478	had a blood test the other day it took a lot out of me	1
4551	Sweep in front of your own door	0
2078	synchronization of gears in modern bicycles is cognitively demanding	1
2922	He said he heard about the killing and his son s part in the murder through the newspapers	0
4159	As a native of New Orleans and a shop owner there the actor knows how to stuff a wild Fat Tuesday	0
3753	throw a potato in the ground and let it grow	0
3626	If you re hired to type at a certain speed but can t what will you do when you re at work	0
3502	Go really fast down the highway until you get pulled over by a cop He ll be able to tell you for sure	0
4049	Did you check in the basement a lot of times they are in the basement	0
2838	They the Japanese would probably blame it on our own planes	0
3460	We want him as long as we can have him but you never know at his age	0
2992	I pulled the emergency exit handle and pulled out the lady next to me	0
1800	i ve just read a book about a bean growing up in southern usa it s called the adventures of tom soya	1
2554	I figured if I played long enough I d have to get one	0
538	those who steal trains must have a loco motive	1
4166	There are many ways to see bears in Alaska On Kodiak Island you can live among them	0
584	nuts are so expensive these days nearly cost you an almond a leg	1
3597	your socks go up to your shoulders then don t wear any at all i guess	0
873	the mathematician worked at home because he only functioned in his domain	1
543	the two pianists had a good marriage they always were in a chord	1
1141	propagate leaving your garden wide open	1
938	i wanted to be a urologist but i wasn t good enough oh well i guess urethra got it or you don t	1
4206	Yes and you can pull it off even with a small bathroom	0
3035	But I said No we worked real hard and we tried to make it good	0
4733	A good neighbour is better than a brother far off	0
2724	That would pull all the people of the world together wouldn t it	0
2306	the recycled cartridge business certainly lowered the toner the neighborhood	1
727	she stole the policeman s heart but he made a cardiac arrest	1
1687	after the test drive the car salesman drove home his point	1
4367	In reviling it is not necessary to prepare a preliminary draft	0
2178	philosophers are very hume orous people	1
2361	in attempting to cook japanese food i bento ver backwards learning proper technique	1
2346	the correct formula for concrete is worthwhile to cement in your mind	1
1778	plane crashes into lumber yard end result remarkably smooth	1
1654	he couldn t sell his pirate ship because it was unassailable	1
3327	I m going to tell them I don t like kiss and tell books	0
3996	You don t but you can get an idea on the way she says things and the way she acts	0
2327	during my trip to italy i didn t do much i just vegged out when in rome do as the romaines	1
2964	If increased Would you be willing to pay more taxes for that	0
2373	chardonnay may not be champagne but it s still wine	1
4289	Covet wealth and want it don t and luck will grant it	0
135	women who wear 200 00 perfume obviously are known to have no common scents	1
2594	She wants to get to the truth of each story whatever it is at any cost	0
526	what was the leader of russia s favourite food czardines	1
1223	fashion is something that goes in one era and out the other	1
1431	in the old days a suspended sentence was hanging	1
2433	I said I was going to do it and I did it	0
1625	in ireland you re more likely to get a pat answer	1
4294	Don t cross the bridge until you come to it	0
2592	All we ve really done is change it from one form to another	0
1991	heart surgeons never bypass a good opportunity	1
